"DiagnosisCode","Year","Diagnoses","Treat.and.Release","Patient.Admitted","CCSR for ICD-10-CM Body System"
"INJ","2017","INJ016: Injury to blood vessels, init encounter",91,159,"Injury, poisoning and certain other consequences of external causes"
"INJ","2017","INJ017: Superficial injury; init encounter",80023,553,"Injury, poisoning and certain other consequences of external causes"
"INJ","2017","INJ018: Crushing injury, init encounter",1299,96,"Injury, poisoning and certain other consequences of external causes"
"INJ","2017","INJ019: Burn and corrosion, init encounter",6493,545,"Injury, poisoning and certain other consequences of external causes"
"INJ","2017","INJ020: Effect of foreign body, init encounter",9246,269,"Injury, poisoning and certain other consequences of external causes"
"INJ","2017","INJ021: Effect of oth extern cause, init encounter",2317,310,"Injury, poisoning and certain other consequences of external causes"
"INJ","2017","INJ022: Poisoning by drugs, init encounter",5857,2666,"Injury, poisoning and certain other consequences of external causes"
"INJ","2016","INJ001: Fracture of head and neck, init encounter",6541,1490,"Injury, poisoning and certain other consequences of external causes"
"INJ","2016","INJ002: Fracture of spine & back, init encounter",3562,1723,"Injury, poisoning and certain other consequences of external causes"
"INJ","2016","INJ003: Fracture of torso, init encounter",5902,1999,"Injury, poisoning and certain other consequences of external causes"
"INJ","2016","INJ004: Fracture of upper limb, init encounter",31725,2178,"Injury, poisoning and certain other consequences of external causes"
"INJ","2016","INJ005: Fracture of lower limb, init encounter",15467,3807,"Injury, poisoning and certain other consequences of external causes"
"INJ","2016","INJ006: Fracture of neck of femur, init encounter",824,6717,"Injury, poisoning and certain other consequences of external causes"
"INJ","2016","INJ007: Dislocations, init encounter",7424,136,"Injury, poisoning and certain other consequences of external causes"
"INJ","2016","INJ008: TBI; concussion, init encounter",11453,3741,"Injury, poisoning and certain other consequences of external causes"
"INJ","2016","INJ009: Spinal cord injury (SCI), init encounter",52,146,"Injury, poisoning and certain other consequences of external causes"
"INJ","2016","INJ010: Internal organ injury, init encounter",745,1652,"Injury, poisoning and certain other consequences of external causes"
"INJ","2016","INJ011: Open wounds of head/neck, init encounter",35745,432,"Injury, poisoning and certain other consequences of external causes"
"INJ","2016","INJ012: Open wounds to limbs, init encounter",46293,725,"Injury, poisoning and certain other consequences of external causes"
"INJ","2019","INJ001: Fracture of head and neck, init encounter",6480,1344,"Injury, poisoning and certain other consequences of external causes"
"INJ","2019","INJ002: Fracture of spine & back, init encounter",4060,2104,"Injury, poisoning and certain other consequences of external causes"
"INJ","2019","INJ003: Fracture of torso, init encounter",6613,2273,"Injury, poisoning and certain other consequences of external causes"
"INJ","2019","INJ004: Fracture of upper limb, init encounter",30703,2346,"Injury, poisoning and certain other consequences of external causes"
"INJ","2019","INJ005: Fracture of lower limb, init encounter",15455,4345,"Injury, poisoning and certain other consequences of external causes"
"INJ","2019","INJ006: Fracture of neck of femur, init encounter",987,7547,"Injury, poisoning and certain other consequences of external causes"
"INJ","2017","INJ001: Fracture of head and neck, init encounter",6247,1389,"Injury, poisoning and certain other consequences of external causes"
"INJ","2016","INJ020: Effect of foreign body, init encounter",9703,345,"Injury, poisoning and certain other consequences of external causes"
"INJ","2016","INJ021: Effect of oth extern cause, init encounter",2592,310,"Injury, poisoning and certain other consequences of external causes"
"INJ","2016","INJ022: Poisoning by drugs, init encounter",6737,2826,"Injury, poisoning and certain other consequences of external causes"
"INJ","2016","INJ023: Toxic effects, init encounter",9762,483,"Injury, poisoning and certain other consequences of external causes"
"INJ","2016","INJ024: Sprains and strains, init encounter",80329,147,"Injury, poisoning and certain other consequences of external causes"
"INJ","2018","INJ031: Allergic reactions",8491,333,"Injury, poisoning and certain other consequences of external causes"
"INJ","2018","INJ032: Maltreatment/abuse",1403,187,"Injury, poisoning and certain other consequences of external causes"
"INJ","2018","INJ033: Complic-cardiovasc device, init encounter",2381,2116,"Injury, poisoning and certain other consequences of external causes"
"INJ","2018","INJ034: Complic-GU device, init encounter",4184,3443,"Injury, poisoning and certain other consequences of external causes"
"INJ","2018","INJ035: Complic-orthopedic device, init encounter",935,1156,"Injury, poisoning and certain other consequences of external causes"
"INJ","2017","INJ012: Open wounds to limbs, init encounter",42842,786,"Injury, poisoning and certain other consequences of external causes"
"INJ","2017","INJ013: Open wounds of trunk, init encounter",1800,228,"Injury, poisoning and certain other consequences of external causes"
"INJ","2020","INJ003: Fracture of torso, init encounter",5450,1958,"Injury, poisoning and certain other consequences of external causes"
"INJ","2020","INJ004: Fracture of upper limb, init encounter",25579,2226,"Injury, poisoning and certain other consequences of external causes"
"INJ","2020","INJ005: Fracture of lower limb, init encounter",12821,4262,"Injury, poisoning and certain other consequences of external causes"
"INJ","2020","INJ006: Fracture of neck of femur, init encounter",868,7446,"Injury, poisoning and certain other consequences of external causes"
"INJ","2020","INJ007: Dislocations, init encounter",6183,125,"Injury, poisoning and certain other consequences of external causes"
"INJ","2018","INJ001: Fracture of head and neck, init encounter",6380,1396,"Injury, poisoning and certain other consequences of external causes"
"INJ","2018","INJ002: Fracture of spine & back, init encounter",3854,1866,"Injury, poisoning and certain other consequences of external causes"
"INJ","2018","INJ003: Fracture of torso, init encounter",6333,2258,"Injury, poisoning and certain other consequences of external causes"
"INJ","2018","INJ004: Fracture of upper limb, init encounter",30729,2272,"Injury, poisoning and certain other consequences of external causes"
"INJ","2017","INJ023: Toxic effects, init encounter",9390,453,"Injury, poisoning and certain other consequences of external causes"
"INJ","2017","INJ024: Sprains and strains, init encounter",70755,170,"Injury, poisoning and certain other consequences of external causes"
"INJ","2017","INJ025: Injury to nerves/muscles, init encounter",768,69,"Injury, poisoning and certain other consequences of external causes"
"INJ","2017","INJ026: Other specified injury",2606,284,"Injury, poisoning and certain other consequences of external causes"
"INJ","2017","INJ027: Other unspecified injury",33148,61,"Injury, poisoning and certain other consequences of external causes"
"INJ","2017","INJ028: Adverse effects of drugs, init encounter",1738,NA,"Injury, poisoning and certain other consequences of external causes"
"INJ","2017","INJ030: Drug induced or toxic related condition",1066,618,"Injury, poisoning and certain other consequences of external causes"
"INJ","2017","INJ031: Allergic reactions",8618,267,"Injury, poisoning and certain other consequences of external causes"
"INJ","2018","INJ013: Open wounds of trunk, init encounter",1912,258,"Injury, poisoning and certain other consequences of external causes"
"INJ","2018","INJ014: Amputation-limb, init encounter",761,124,"Injury, poisoning and certain other consequences of external causes"
"INJ","2018","INJ015: Amputation-oth body parts, init encounter",NA,NA,"Injury, poisoning and certain other consequences of external causes"
"INJ","2018","INJ016: Injury to blood vessels, init encounter",120,149,"Injury, poisoning and certain other consequences of external causes"
"INJ","2018","INJ017: Superficial injury; init encounter",83477,624,"Injury, poisoning and certain other consequences of external causes"
"INJ","2018","INJ018: Crushing injury, init encounter",1344,124,"Injury, poisoning and certain other consequences of external causes"
"INJ","2018","INJ019: Burn and corrosion, init encounter",6650,539,"Injury, poisoning and certain other consequences of external causes"
"INJ","2018","INJ020: Effect of foreign body, init encounter",9430,321,"Injury, poisoning and certain other consequences of external causes"
"INJ","2018","INJ021: Effect of oth extern cause, init encounter",2577,308,"Injury, poisoning and certain other consequences of external causes"
"INJ","2018","INJ022: Poisoning by drugs, init encounter",6578,2713,"Injury, poisoning and certain other consequences of external causes"
"INJ","2018","INJ023: Toxic effects, init encounter",8738,411,"Injury, poisoning and certain other consequences of external causes"
"INJ","2017","INJ002: Fracture of spine & back, init encounter",3487,1803,"Injury, poisoning and certain other consequences of external causes"
"INJ","2017","INJ003: Fracture of torso, init encounter",5777,2004,"Injury, poisoning and certain other consequences of external causes"
"INJ","2017","INJ004: Fracture of upper limb, init encounter",29229,2019,"Injury, poisoning and certain other consequences of external causes"
"INJ","2017","INJ005: Fracture of lower limb, init encounter",14358,3854,"Injury, poisoning and certain other consequences of external causes"
"INJ","2017","INJ006: Fracture of neck of femur, init encounter",714,6844,"Injury, poisoning and certain other consequences of external causes"
"INJ","2017","INJ007: Dislocations, init encounter",6693,127,"Injury, poisoning and certain other consequences of external causes"
"INJ","2017","INJ008: TBI; concussion, init encounter",11187,3724,"Injury, poisoning and certain other consequences of external causes"
"INJ","2017","INJ009: Spinal cord injury (SCI), init encounter",44,161,"Injury, poisoning and certain other consequences of external causes"
"INJ","2017","INJ010: Internal organ injury, init encounter",744,1775,"Injury, poisoning and certain other consequences of external causes"
"INJ","2017","INJ011: Open wounds of head/neck, init encounter",33049,457,"Injury, poisoning and certain other consequences of external causes"
"INJ","2020","INJ001: Fracture of head and neck, init encounter",5296,1189,"Injury, poisoning and certain other consequences of external causes"
"INJ","2020","INJ002: Fracture of spine & back, init encounter",3547,1998,"Injury, poisoning and certain other consequences of external causes"
"INJ","2018","INJ009: Spinal cord injury (SCI), init encounter",43,155,"Injury, poisoning and certain other consequences of external causes"
"INJ","2018","INJ010: Internal organ injury, init encounter",797,1829,"Injury, poisoning and certain other consequences of external causes"
"INJ","2018","INJ011: Open wounds of head/neck, init encounter",35252,510,"Injury, poisoning and certain other consequences of external causes"
"INJ","2018","INJ012: Open wounds to limbs, init encounter",44986,792,"Injury, poisoning and certain other consequences of external causes"
"INJ","2018","INJ026: Other specified injury",2955,261,"Injury, poisoning and certain other consequences of external causes"
"INJ","2018","INJ027: Other unspecified injury",31833,92,"Injury, poisoning and certain other consequences of external causes"
"INJ","2018","INJ028: Adverse effects of drugs, init encounter",1430,NA,"Injury, poisoning and certain other consequences of external causes"
"INJ","2018","INJ030: Drug induced or toxic related condition",952,585,"Injury, poisoning and certain other consequences of external causes"
"INJ","2018","INJ008: TBI; concussion, init encounter",11577,4261,"Injury, poisoning and certain other consequences of external causes"
"INJ","2018","INJ005: Fracture of lower limb, init encounter",15543,4140,"Injury, poisoning and certain other consequences of external causes"
"INJ","2018","INJ006: Fracture of neck of femur, init encounter",921,7141,"Injury, poisoning and certain other consequences of external causes"
